rind_Mix,rindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,rind_DPM,rind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,kclustIn0,kclustInCommon,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet
0.25126050420168067,0.2953781512605042,8.736288908581015,11.56139467499417,0.5172413793103448,0.6859070464767616,3.0964458602499145,2.9461919978103746,1,false,true,0.18067226890756302,0.17969187675070028,4.430384976047689,5.10541715522695,0.876311844077961,0.9187906046976512,26.06538023738942,1,0.7379551820728292,0.7621848739495798,2.086857745217656,2.2267926172889925,3.218558254011796,false,true,8,3,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.22815126050420168,0.27324929971988793,7.979633658162001,8.6469241191059,0.5357321339330334,0.6764117941029486,2.9364045772888745,2.923389084952042,1,true,true,0.14285714285714285,0.14285714285714285,4.2675202326536805,4.741845666813234,0.8658170914542729,0.9020489755122438,-5.239290957078111,1,0.7925770308123249,0.800140056022409,2.213063818714136,2.1707580459481584,2.962957045773451,false,true,6,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.16876750700280113,0.21554621848739497,8.480409905673444,9.820186714749081,0.5097451274362819,0.4920039980009995,2.617620772159125,2.661724089047349,1,true,true,0.19215686274509805,0.192296918767507,4.311116212922862,5.081123533106706,0.9225387306346826,0.8990504747626187,-271.1201904137841,1,0.7827731092436975,0.7890756302521008,2.2257116697311106,2.3508108960761342,3.4669982207675067,false,true,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.14285714285714285,0.20210084033613446,7.659505917964946,9.243012168783936,0.5359820089955023,0.4817591204397801,2.6236452733271873,2.572399454455887,1,true,true,0.14285714285714285,0.1429971988795518,3.9416562950650023,4.744829731697608,0.9042978510744628,0.8853073463268366,357.55204724360624,1,0.8035014005602241,0.7970588235294118,2.1346346298944434,2.4545232237287733,2.467809804849842,false,true,2,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.2865546218487395,0.3376750700280112,10.321622198679572,10.545996546038253,0.5174912543728136,0.46926536731634183,2.3734518719177142,2.5109088840549307,1,true,true,0.20378151260504201,0.18025210084033613,5.738628640604194,5.783220779394229,0.9012993503248375,0.9012993503248377,-2.067870716895964,1,0.7663865546218488,0.7675070028011205,2.7603116266078978,2.4614515491592632,3.253685511693683,false,true,7,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.18053221288515406,0.261624649859944,7.845631460788704,8.78763664104179,0.5234882558720639,0.512743628185907,2.7079817853431067,2.646929248827335,1,true,true,0.1303921568627451,0.1303921568627451,3.8086977468643117,4.82415472220221,0.9237881059470265,0.9490254872563718,2.8824333209685733,1,0.7801120448179272,0.7903361344537815,2.01150766181055,2.811627727528108,3.305733414950135,false,true,6,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.20658263305322128,0.261624649859944,9.705185850236191,9.661929306531615,0.5204897551224388,0.5884557721139431,3.229035930942923,3.3486704158082268,1,true,true,0.1429971988795518,0.14285714285714285,4.439379594432241,4.829470443086428,0.923288355822089,0.9057971014492754,50.65612759031475,1,0.7942577030812324,0.7819327731092437,2.3855492231706337,2.3511511404804564,2.8602862594923937,false,true,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.2284313725490196,0.3112044817927171,9.52501165136693,9.875848030211646,0.49225387306346824,0.6391804097951024,2.652361580702305,2.753935652842911,1,true,true,0.1303921568627451,0.14285714285714285,5.021156923541469,5.394536620505305,0.8218390804597702,0.8598200899550225,2.500431202009058,1,0.8057422969187675,0.7942577030812324,2.394507135510699,2.599483007011297,4.230527642679019,false,false,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.3211484593837535,0.45140056022408964,13.490396648617196,13.300365124157127,0.5004997501249375,0.5969515242378811,3.121282177665273,3.2940324418195184,1,true,true,0.23711484593837534,0.21498599439775912,5.340442351111151,5.575978345059817,0.8573213393303348,0.8840579710144928,6.31094175787988,1,0.7984593837535015,0.7910364145658263,2.434074722255121,2.16325907218761,3.168189390893034,false,true,7,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.19285714285714287,0.22605042016806723,6.000347994335855,12.34582683216833,0.5382308845577211,0.6734132933533233,2.926597448882391,3.0113954728396966,1,false,true,0.1434173669467787,0.15532212885154062,3.8144018356558753,4.6217307098709055,0.9207896051974014,0.9400299850074962,0.7112311299800652,1,0.8060224089635855,0.7927170868347339,1.9547014305342034,2.4394943702313987,2.776724638787379,false,true,5,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.26400560224089636,0.3411764705882353,10.128678553863708,10.552416860450418,0.5439780109945027,0.5414792603698151,2.750496617892963,2.7654573219297323,1,false,true,0.21778711484593838,0.19187675070028012,4.362104455150086,4.532242102784202,0.9062968515742129,0.8868065967016492,-95.53091527353818,1,0.8021008403361345,0.7977591036414566,2.2446045964958405,2.372174519432665,2.829035273963874,false,true,7,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.19299719887955183,0.20448179271708683,6.616658226703241,7.728562456109849,0.48825587206396803,0.5972013993003498,2.5707202143463426,2.635276738844434,1,true,true,0.15560224089635855,0.15532212885154062,4.4448741488218175,5.120269773859708,0.9027986006996502,0.9005497251374313,14.252123623434684,1,0.7743697478991597,0.7781512605042017,2.285320315194257,2.424682811497989,3.010192230814401,false,true,4,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.2173669467787115,0.3296918767507003,10.176685358915412,11.003444223071037,0.5477261369315343,0.7296351824087957,3.056382016916185,3.0412345332347095,1,false,true,0.16750700280112044,0.16694677871148458,4.588518176813674,5.254757354786443,0.9037981009495253,0.9415292353823088,-4.621337104755884,1,0.792296918767507,0.7879551820728291,2.201317205418869,2.5729906822281507,3.7718048546247838,false,true,6,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.18011204481792717,0.2696078431372549,8.534705684448749,10.731208946037924,0.48200899550224885,0.5764617691154423,2.626097842483956,2.690106856721516,1,false,true,0.14285714285714285,0.1429971988795518,4.057585192729634,4.638494024236348,0.8910544727636183,0.9062968515742129,63.46386048717705,1,0.7906162464985994,0.7928571428571428,2.2788274239470225,2.4487682877947536,2.5137653225360492,false,true,2,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.1429971988795518,0.19117647058823528,0.0,-0.0001004944326084335,8.753046298034342,9.145901902504203,0.47876061969015493,0.41379310344827586,2.90423598901113,3.1489720265099086,1,true,true,0.1303921568627451,0.1303921568627451,0.0,0.0,4.694463969057465,5.074221851909835,0.8873063468265867,0.8803098450774612,156.24193310774513,1,0.0014932802389248383,0.013953111057029285,0.8016806722689076,0.7997198879551821,2.5650087538024344,2.346229057822559,3.1633539954213914,false,true,3.455935055786005,false,true,2.56919471097682,2,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.15546218487394958,0.1676470588235294,0.0,-2.201115965794658e-5,5.22396174919744,6.181884275704176,0.5247376311844079,0.6351824087956022,2.5880305846960034,2.7939625268338846,1,true,true,0.11764705882352941,0.1303921568627451,0.0,0.0,3.9044896328538927,4.455205035379851,0.8640679660169915,0.8940529735132434,193.81257575993877,1,0.017913121361397222,-0.017744278255407687,0.8012605042016807,0.7864145658263305,2.241959586205285,2.4357401708111386,3.174715184212376,false,true,3.1257954500703806,false,true,2.246152773930394,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.27450980392156865,0.29635854341736695,0.003041825095057034,-0.00022756894304569998,8.576201089464806,8.727100293577685,0.5297351324337831,0.5369815092453774,2.7694262219200367,2.89574493292153,1,true,true,0.23529411764705882,0.20406162464985994,0.0030640272260704943,0.0,4.733453742077535,4.5923688366173785,0.9107946026986506,0.894552723638181,4.26731101549664,1,-0.0002949417490045716,0.0072523985797386115,0.7764705882352941,0.7834733893557423,2.4837973734383274,2.0752295749584952,3.8836222567812224,false,true,3.0314573955922217,false,true,2.519230290319669,9,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.14285714285714285,0.16736694677871147,0.0,-7.689941556444171e-5,6.310618851947137,7.147812525846492,0.5092453773113443,0.356071964017991,3.603386178409521,3.5053555833726198,1,false,true,0.11764705882352941,0.1303921568627451,0.0,0.0,4.130293319189139,4.792760598956772,0.928535732133933,0.9092953523238381,69.23725295978281,1,-0.017837561225235762,0.02516272135558707,0.7705882352941177,0.7791316526610644,2.2200699315379433,2.5518798755547656,3.091299202522756,false,true,3.3684908464824566,false,true,2.260609429990567,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.1429971988795518,0.17941176470588235,0.0,-7.689941556444171e-5,7.310066739863215,8.045598566292108,0.5147426286856571,0.5957021489255372,2.9607980604641426,3.0047415008602494,1,true,true,0.11764705882352941,0.1303921568627451,0.0,0.0,4.336947122806415,4.943147467991744,0.8868065967016492,0.8705647176411795,-282.47822051715667,1,-0.005361715749039693,-0.006242927933200671,0.7929971988795518,0.7875350140056022,2.2934063868616326,2.1967866619448806,2.426467099740265,false,true,3.3203873635904957,false,true,2.326996898523963,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.1429971988795518,0.18025210084033613,0.0,-0.0001004944326084335,7.526680661354558,8.199678192881123,0.4832583708145927,0.49650174912543726,2.8759386167514136,2.9680645466850857,1,true,true,0.11764705882352941,0.1303921568627451,0.0,0.0,4.57764817764341,4.923378852920384,0.8818090954522738,0.8558220889555223,-156.86834088483351,1,-0.02158355106213791,0.008129496402877698,0.7777310924369748,0.7728291316526611,2.5218351388784,2.5749735354760626,3.7270695896074097,false,true,3.06858760705421,false,true,2.5491588771467333,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.23921568627450981,0.34369747899159664,0.0007988227874710952,-0.0004451368795904741,12.927573308995669,13.38657250163087,0.49300349825087453,0.4862568715642179,3.129911661877373,3.194558486885085,1,true,true,0.2042016806722689,0.18053221288515406,0.0012446675031367628,-3.8454513117795786e-5,5.219171361263923,5.447148333407476,0.9035482258870565,0.9100449775112444,-37.66224383061727,1,-0.004492499809639838,0.010524444444444444,0.7826330532212885,0.7707282913165266,2.4235180047905214,2.3632276832444763,2.331953145209274,false,true,3.5344278048177498,false,false,2.4883986165086243,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.1429971988795518,0.1429971988795518,0.0,0.0,5.053360313749366,5.638593846889246,0.48325837081459266,0.4645177411294353,2.9520912329156985,2.990616031859906,1,false,true,0.11764705882352941,0.1303921568627451,0.0,0.0,3.9972120830713176,4.264803638376661,0.9187906046976512,0.8853073463268366,112.7184146435624,1,-0.0025267962668622896,0.006882202304737516,0.7973389355742297,0.7955182072829131,2.269757957640323,2.359423838900131,3.9217035798222613,false,true,3.3844938926963453,false,true,2.3371485052081336,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.2641456582633053,0.3480392156862745,0.0014294733581902868,-0.0003360416691669767,9.664440751970531,10.590588242907696,0.5242378810594702,0.5632183908045978,2.6287446774414884,2.947900022638436,1,true,true,0.1303921568627451,0.14285714285714285,0.0,0.0,4.489141551719309,4.828876544023886,0.8853073463268366,0.8735632183908046,155.3347289290602,1,0.013760534136709685,-0.007569656949589306,0.8004201680672269,0.7938375350140056,2.507629109416677,2.05332335431036,2.7241977499532606,false,true,2.4485113589154492,false,false,2.518562163571951,6,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.16806722689075632,0.2920168067226891,-3.8454513117795786e-5,-0.0001942103729918108,11.98613276271354,12.462258325808639,0.4935032483758121,0.5187406296851574,3.04852385121799,3.2097358365471234,1,true,true,0.15532212885154062,0.1429971988795518,0.0,0.0,4.454997384081986,4.5731050692538515,0.9177911044477761,0.8985507246376812,-237.3005719631822,1,0.00935296481677688,-0.017146356399265157,0.7766106442577031,0.7673669467787115,2.234641430561661,2.1232886573566296,3.7799258568831338,false,true,3.0603464784130883,false,true,2.274348309018648,3,2,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
0.1429971988795518,0.15588235294117647,0.0,-1.979629611299726e-5,6.038991294494536,6.759161237997972,0.48125937031484256,0.5139930034982508,2.5154211910906175,2.688088306729896,1,true,true,0.11764705882352941,0.1303921568627451,0.0,0.0,4.245809676652199,4.634353527541778,0.9010494752623688,0.8920539730134933,-246.77040450923886,1,-0.024128580972216766,-0.009802777453611857,0.7852941176470588,0.7861344537815126,2.3497513152754808,2.6867650822841993,2.4151733168409506,false,true,2.5475798093522273,false,false,2.3507259080592915,2,1,10,120,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",1.0,2.0,3.0,0.01,1.0,0.1
